passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
Italy,78,Achraf,,Lazaar,3219,1992-01-22,184,Defender,Morocco,218971,left,A. Lazaar,null
Italy,75,Andrea,,Tozzo,3164,1992-08-30,192,Goalkeeper,Italy,218982,left,A. Tozzo,null
Senegal,70,Ibrahima,,M'baye,3166,1994-11-19,188,Defender,Senegal,22377,right,I. M'baye,null
Germany,77,Jannes-Kilian,,Horn,2463,1997-02-06,186,Defender,Germany,284524,left,J. Horn,3155
Italy,75,Daniel,,Bessa,3193,1993-01-14,178,Midfielder,Brazil,22381,right,Daniel Bessa,null
Italy,78,Joseph Alfred,,Duncan,3315,1993-03-10,178,Midfielder,Ghana,22383,left,A. Duncan,null
Tunisia,79,Oussama,,Haddadi,3804,1992-01-28,184,Defender,Tunisia,120717,left,O. Haddadi,16276
Brazil,66,Ailton,,Ferreira Silva,9623,1995-03-16,181,Defender,Brazil,284580,left,Ailton,null
France,93,St\u00e9phane,,Ruffier,3782,1986-09-27,188,Goalkeeper,France,25845,right,S. Ruffier,null
Tunisia,75,Ferjani,,Sassi,16054,1992-03-18,177,Midfielder,Tunisia,120853,right,F. Sassi,16276
Slovenia,84,Vid,,Belec,3164,1990-06-06,192,Goalkeeper,Slovenia,22552,right,V. Belec,12046
France,75,Francesco,,Migliore,3193,1988-04-17,173,Defender,Italy,22559,left,F. Migliore,null
Italy,78,Pietro,,Pellegri,19830,2001-03-17,188,Forward,Italy,481329,right,P. Pellegri,null
Italy,68,Nicola,,Sansone,682,1991-09-10,175,Forward,Germany,22578,right,N. Sansone,null
Italy,74,Fabio,,Depaoli,3165,1997-04-24,182,Midfielder,Italy,415809,right,F. Depaoli,3763
Italy,80,Fabio,,Lucioni,3219,1987-09-25,185,Defender,Italy,22614,right,F. Lucioni,null
Russia,87,Oleg,,Ivanov,13898,1986-08-04,192,Midfielder,Russia,102083,right,O. Ivanov,null
Italy,79,Gabriele,,Angella,3163,1989-04-28,189,Defender,Italy,22677,right,G. Angella,null
Italy,76,Benito Nicolas,,Viola,3219,1989-10-12,180,Midfielder,Italy,22695,left,N. Viola,null
Italy,78,Antonino,,Ragusa,3315,1990-03-27,183,Forward,Italy,22699,right,A. Ragusa,null
Italy,77,Fabio,,Pisacane,3173,1986-01-28,178,Defender,Italy,22732,right,F. Pisacane,null
France,71,Adama,,Niane,3795,1993-06-16,181,Forward,Mali,219350,right,A. Niane,19001
Denmark,90,Joachim,,Andersen,3164,1996-05-31,190,Defender,Denmark,145787,right,J. Andersen,7719
Spain,72,V\u00edctor,,S\u00e1nchez Mata,691,1987-09-08,174,Midfielder,Spain,3797,right,V\u00edctor S\u00e1nchez,null
Italy,75,Luigi,,Sepe,3187,1991-05-08,185,Goalkeeper,Italy,22817,left,L. Sepe,null
Ukraine,70,Anatoliy,,Tymoshchuk,,1979-03-30,181,Midfielder,Ukraine,14729,right,A. Tymoshchuk,null
France,90,Dan-Axel,,Zagadou,2447,1999-06-03,196,Defender,France,397028,left,D. Zagadou,null
Italy,76,Armando,,Izzo,3193,1992-03-02,183,Defender,Italy,22883,right,A. Izzo,null
France,75,Stanley,,Nsoki,3767,1999-04-09,185,Defender,France,397030,left,S. Nsoki,null
Italy,78,Leonardo,,Pavoletti,3173,1988-11-26,188,Forward,Italy,22933,right,L. Pavoletti,null
Switzerland,80,Anthony,,Racioppi,3766,1998-12-31,186,Goalkeeper,Switzerland,397039,right,A. Racioppi,null
C\u00f4te d'Ivoire,76,Franck Yannick,,Kessi\u00e9,3157,1996-12-19,183,Midfielder,C\u00f4te d'Ivoire,285109,right,F. Kessi\u00e9,null
Spain,84,Ra\u00fal,,Rodr\u00edguez Navas,687,1988-05-11,186,Defender,Spain,3828,right,Ra\u00fal Navas,null
Brazil,73,Nathan Allan,,de Souza,5653,1996-03-13,177,Midfielder,Brazil,285139,right,Nathan,null
France,79,Gregoire ,,Defrel,3158,1991-06-17,180,Forward,France,23149,left,G. Defrel,null
Finland,80,Luk\u00e1\u0161,,Hr\u00e1deck\u00fd,2462,1989-11-24,190,Goalkeeper,Slovakia,55951,right,L. Hradecky,4849
Guyana,77,Martin,,Braithwaite,1620,1991-06-05,177,Forward,Denmark,55968,right,M. Braithwaite,7712
Costa Rica,67,Cristian,,Gamboa Luna,8508,1989-10-24,175,Defender,Costa Rica,55977,right,C. Gamboa,16871
Denmark,79,Mathias,,Jattah-Njie J\u00f8rgensen,1673,1990-04-23,191,Defender,Denmark,55979,right,M. J\u00f8rgensen,7712
Croatia,88,Bruno,,Petkovi\u0107,3194,1994-09-16,192,Forward,Croatia,252589,right,B. Petkovi\u0107,null
Costa Rica,65,Bryan,,Oviedo,1632,1990-02-18,172,Defender,Costa Rica,55982,left,B. Oviedo,16871
United States,71,Thomas,,Delaney,2447,1991-09-03,182,Midfielder,Denmark,55990,left,T. Delaney,7712
France,81,Nolan,,Roux,3777,1988-03-01,182,Forward,France,25716,right,N. Roux,null
Albania,68,Riza,,Durmisi,684,1994-01-08,168,Defender,Denmark,56009,left,R. Durmisi,null
Spain,83,Borja,,Gonz\u00e1lez Tom\u00e1s,683,1992-08-25,186,Forward,Spain,3875,right,Borja Bast\u00f3n,null
Denmark,68,Michael,,Krohn-Dehli,677,1983-06-06,170,Midfielder,Denmark,56025,right,M. Krohn-Dehli,7712
Denmark,81,Jens Stryger,,Larsen,3163,1991-02-21,180,Defender,Denmark,56026,right,J. Stryger Larsen,7712
Germany,74,Marcel,,Schmelzer,2447,1988-01-22,180,Defender,Germany,14800,left,M. Schmelzer,null
Denmark,88,Jonas,,L\u00f6ssl,1673,1989-02-01,195,Goalkeeper,Denmark,56038,right,J. L\u00f6ssl,7712
Croatia,90,Ivan,,Vargi\u0107,3162,1987-03-15,192,Goalkeeper,Croatia,69417,right,I. Vargi\u0107,null
Nigeria,80,Sadiq,,Umar,18,1997-02-02,192,Forward,Nigeria,350992,right,S. Umar,null
C\u00f4te d'Ivoire,78,Digbo G'nampa Habib,,Ma\u00efga,13905,1996-01-01,181,Midfielder,C\u00f4te d'Ivoire,285457,right,H. Ma\u00efga,null
Brazil,66,Diego,,da Silva Farias,3173,1990-05-10,173,Forward,Brazil,23314,right,Diego Farias,null
Italy,76,Gianluigi,,Donnarumma,3157,1999-02-25,198,Goalkeeper,Italy,350999,right,G. Donnarumma,3757
Italy,75,Patrick,,Cutrone,3157,1998-01-03,184,Forward,Italy,351010,right,P. Cutrone,null
Nigeria,91,Francis Odinaka,,Uzoho,859,1998-10-28,196,Goalkeeper,Nigeria,285491,right,F. Uzoho,16823
Nigeria,90,Isaac ,,Ajayi Success,683,1996-01-07,182,Forward,Nigeria,285509,right,I. Success,null
Italy,80,Luca,,Rizzo,3172,1992-04-24,185,Midfielder,Italy,23386,right,L. Rizzo,null
France,82,Andy,,Delort,3780,1991-10-09,182,Forward,France,25745,right,A. Delort,null
Senegal,75,Sadio,,Man\u00e9,1612,1992-04-10,175,Forward,Senegal,25747,right,S. Man\u00e9,19314
Italy,73,Marco Ezio,,Fossati,3194,1992-10-05,180,Midfielder,Italy,23427,right,M. Fossati,null
Morocco,70,Sofyan,,Amrabat,12,1996-08-21,182,Midfielder,Netherlands,285590,right,S. Amrabat,16216
Burkina Faso,81,Kouakou Herv\u00e9,,Koffi,3776,1996-10-16,186,Goalkeeper,Burkina Faso,408052,right,H. Koffi,null
Egypt,71,Mahmoud Ibrahim,,Hassan,4551,1994-10-01,179,Midfielder,Egypt,220112,right,Tr\u00e9z\u00e9guet,16129
Tanzania,78,Yussuf,,Yurary Poulsen,2975,1994-06-15,193,Forward,Denmark,56274,right,Y. Poulsen,7712
Argentina,69,Marcos Javier,,Acu\u00f1a,9608,1991-10-28,172,Midfielder,Argentina,89073,left,M. Acu\u00f1a,12274
Belgium,75,Landry Nany,,Dimata,2451,1997-09-01,184,Forward,Congo DR,285727,right,L. Dimata,5635
Poland,69,Paulo Bruno,,Exequiel Dybala,3159,1993-11-15,177,Forward,Argentina,89186,left,P. Dybala,12274
Iceland,70,Aron,,J\u00f3hannsson,2443,1990-11-10,184,Forward,United States,56424,right,A. J\u00f3hannsson,null
Denmark,80,Lukas,,Lerager,3772,1993-07-12,185,Midfielder,Denmark,56441,right,L. Lerager,7712
Italy,87,Marco,,Sportiello,3176,1992-05-10,192,Goalkeeper,Italy,23705,right,M. Sportiello,null
Comoros,70,Zaydou,,Youssouf,3772,1999-07-11,178,Midfielder,France,482491,left,Z. Youssouf,null
Italy,80,Paolo Pancrazio,,Farag\u00f2,3173,1993-02-12,187,Midfielder,Italy,220359,right,P. Farag\u00f2,null
Congo DR,72,Chadrac,,Akolo,2445,1995-04-01,172,Forward,Congo DR,328131,right,C. Akolo,18538
France,0,Ismael,,Aaneba,3779,1999-05-29,0,Defender,France,449882,right,I. Aaneba,null
Sweden,85,Marcus,,Berg,16926,1986-08-17,184,Forward,Sweden,14908,right,M. Berg,7047
Peru,82,Jos\u00e9 Paolo,,Guerrero Gonz\u00e1lez,5644,1984-01-01,185,Forward,Peru,14909,right,P. Guerrero,15594
France,74,Benjamin,,Leroy,3804,1989-04-07,184,Goalkeeper,France,253312,right,B. Leroy,null
Gambia,79,Bakery,,Jatta,2450,1998-06-06,184,Midfielder,Gambia,449921,right,B. Jatta,null
France,78,Alexis,,Blin,3780,1996-09-16,184,Midfielder,France,253333,right,A. Blin,null
Algeria,74,Mehdi Pascal Marcel,,L\u00e9ris,3165,1998-05-23,185,Forward,France,449978,right,M. L\u00e9ris,null
Algeria,72,Amine,,Gouiri,3766,2000-02-16,180,Forward,France,449985,right,A. Gouiri,4423
Italy,74,Claud,,Adjapong,3315,1998-05-06,180,Defender,Italy,417231,right,C. Adjapong,3763
Chile,71,Charles Mariano,,Ar\u00e1nguiz Sandoval,2446,1989-04-17,171,Midfielder,Chile,89559,left,C. Ar\u00e1nguiz,null
Italy,74,Francesco,,Zampano,3163,1993-09-30,178,Defender,Italy,24024,right,F. Zampano,null
Italy,82,Alex,,Meret,3204,1997-03-22,190,Goalkeeper,Italy,286215,left,A. Meret,null
Italy,68,Nicol\u00f2,,Barella,3173,1997-02-07,172,Midfielder,Italy,286223,right,N. Barella,null
Italy,77,Gianfilippo,,Felicioli,3194,1997-09-30,180,Defender,Italy,286225,left,G. Felicioli,3764
Italy,75,Manuel,,Locatelli,3157,1998-01-08,185,Midfielder,Italy,286226,right,M. Locatelli,3763
Cape Verde Islands,0,Vagner Jos\u00e9,,Dias Gon\u00e7alves,3782,1996-01-10,0,Midfielder,Cape Verde Islands,351851,right,Vagner,null
Ghana,76,Thomas Teye,,Partey,679,1993-06-13,185,Midfielder,Ghana,217031,right,Thomas,null
Senegal,92,Issa,,Diop,3780,1997-01-09,194,Defender,France,286380,right,I. Diop,4425
Ghana,75,Enock,,Kwateng,3770,1997-04-09,183,Defender,France,286381,right,E. Kwateng,null
France,63,Cl\u00e9ment,,Michelin,3780,1997-05-11,178,Defender,France,286382,right,C. Michelin,4426
Congo DR,61,Arnaud,,Lusamba,3775,1997-01-04,180,Midfielder,France,286388,right,A. Lusamba,null
Mauritania,67,Ousmane,,Demb\u00e9l\u00e9,676,1997-05-15,178,Forward,France,286390,both,O. Demb\u00e9l\u00e9,4418
Germany,77,Ole,,K\u00e4uper,2443,1997-01-09,187,Midfielder,Germany,286404,right,O. K\u00e4uper,null
Italy,72,Massimo,,Coda,3219,1988-11-10,184,Forward,Italy,24269,right,M. Coda,null
Uruguay,74,Mauro Wilney,,Arambarri Rosa,698,1995-09-30,175,Midfielder,Uruguay,286448,right,M. Arambarri,null
Saudi Arabia,65,Fahad Mosaed,,Al Muwallad Al Harbi,16469,1994-09-14,168,Forward,Saudi Arabia,122623,right,Fahad Al Muwallad,16521
France,75,Matthieu,,Udol,3777,1996-03-20,178,Defender,France,286506,left,M. Udol,null
Tajikistan,74,Daler,,Kuzyaev,13885,1993-01-15,182,Midfielder,Russia,220971,right,D. Kuzyaev,14358
Belgium,77,Baptiste,,Guillaume,3799,1995-06-16,189,Forward,Belgium,253784,right,B. Guillaume,null
Morocco,65,Hakim,,Ziyech,9,1993-03-19,180,Midfielder,Netherlands,221039,left,H. Ziyech,16216
Netherlands,75,Timo,,Letschert,3315,1993-05-25,188,Defender,Netherlands,221047,right,T. Letschert,null
Czech Republic,81,Ji\u0159\u00ed,,Pavlenka,2443,1992-04-14,196,Goalkeeper,Czech Republic,253822,right,J. Pavlenka,11555
Saudi Arabia,72,Salem Mohammed,,Al Dawsari,16467,1991-08-19,171,Midfielder,Saudi Arabia,122832,right,Salem Al Dawsari,16521
Germany,82,Alexander,,Hack,2460,1993-09-08,193,Defender,Germany,221172,left,A. Hack,null
Iceland,83,R\u00fanar M\u00e1r,,Sigurj\u00f3nsson,6410,1990-06-18,178,Midfielder,Iceland,57333,right,R. Sigurj\u00f3nsson,null
Germany,70,Patrick,,Herrmann,2454,1991-02-12,179,Midfielder,Germany,15018,right,P. Herrmann,null
Iceland,75,Sverrir Ingi,,Ingason,13897,1993-08-05,188,Defender,Iceland,57347,right,S. Ingason,7839
Italy,63,Gabriel,,Boschilia,19830,1996-03-05,172,Midfielder,Brazil,255320,left,Boschilia,6388
Netherlands,76,Marco,,Asensio Willemsen,675,1996-01-21,182,Midfielder,Spain,288091,left,Marco Asensio,1598
Germany,74,Ermedin,,Demirovi\u0107,696,1998-03-25,184,Forward,Bosnia-Herzegovina,352328,right,E. Demirovi\u0107,10007
Iceland,71,Arn\u00f3r Ingvi,,Traustason,6709,1993-04-30,182,Midfielder,Iceland,57480,right,A. Traustason,7839
Italy,84,Giacomo,,Poluzzi,3204,1988-02-25,186,Goalkeeper,Italy,24725,left,G. Poluzzi,null
Chile,83,Erick Antonio,,Pulgar Farf\u00e1n,3166,1994-01-15,186,Midfielder,Chile,90268,right,E. Pulgar,12381
Finland,79,Ville Matti,,Steinmann,2450,1995-01-08,189,Midfielder,Germany,221376,right,M. Steinmann,null
Cameroon,80,Felix,,Eboa Eboa,3785,1997-04-17,186,Defender,Cameroon,286915,right,F. Eboa Eboa,null
France,70,Fod\u00e9 ,,Ballo Tour\u00e9,3776,1997-01-03,182,Defender,France,286917,left,F. Tour\u00e9,null
Spain,63,\u00d3scar,,Melendo Jim\u00e9nez,691,1997-08-23,167,Midfielder,Spain,450784,left,\u00d3scar Melendo,null
Germany,77,Philipp,,Max,2481,1993-09-30,177,Defender,Germany,221411,left,P. Max,null
Spain,74,Iv\u00e1n,,L\u00f3pez \u00c1lvarez,695,1994-06-29,174,Forward,Spain,254189,right,Ivi,null
Spain,84,Mikel,,Vesga Arruti,678,1993-04-08,191,Midfielder,Spain,286963,left,Vesga,null
Argentina,69,Santiago Lionel,,Ascac\u00edbar,2445,1997-02-25,168,Midfielder,Argentina,413737,right,S. Ascac\u00edbar,null
Spain,76,Charles ,,D\u00edas Barbosa de Oliveira,701,1984-04-04,179,Forward,Brazil,385273,right,Charles,null
Spain,76,Iv\u00e1n,,Villar Mart\u00ednez,695,1997-07-09,183,Goalkeeper,Spain,286974,right,Iv\u00e1n Villar,1604
Spain,75,Antonio,,Sivera Salv\u00e1,696,1996-08-11,184,Goalkeeper,Spain,286981,right,Antonio Sivera,1604
Italy,63,Gaetano,,Letizia,3219,1990-06-29,173,Defender,Italy,24838,right,G. Letizia,null
Italy,72,Vincenzo,,Grifo,2454,1993-04-07,180,Midfielder,Germany,221452,right,V. Grifo,null
Spain,73,Adri\u00e1n,,Mar\u00edn G\u00f3mez,682,1997-01-09,181,Defender,Spain,286994,left,Adri\u00e1n Mar\u00edn,null
France,65,Moussa,,Diaby,3197,1999-07-07,170,Forward,France,419204,left,M. Diaby,4423
Spain,70,Benito,,Ram\u00edrez del Toro,714,1995-07-11,175,Midfielder,Spain,287003,left,Benito Ram\u00edrez,null
Italy,63,Manuel,,Pucciarelli,3165,1991-06-17,174,Forward,Italy,24964,right,M. Pucciarelli,null
Romania,79,\u015etefan Daniel,,Radu,3162,1986-10-22,183,Defender,Romania,20550,left,\u015e. Radu,null
Argentina,67,\u00c1ngel Mart\u00edn,,Correa,679,1995-03-09,172,Forward,Argentina,254408,right,\u00c1. Correa,null
Spain,70,Iv\u00e1n,,Rodr\u00edguez del Pozo,683,1996-04-30,180,Defender,Spain,352748,right,Iv\u00e1n Rodr\u00edguez,null
Albania,62,Ergys,,Ka\u00e7e,12508,1993-07-08,171,Midfielder,Albania,93608,right,E. Ka\u00e7e,null
Serbia,75,Du\u0161an,,Basta,3162,1984-08-18,185,Defender,Serbia,20575,right,D. Basta,null
France,90,Jean-Claude,,Billong,3219,1993-12-28,192,Defender,France,385655,right,J. Billong,null
France,68,Gauthier,,Banaziak,3789,1997-05-25,183,Goalkeeper,France,352898,,G. Banaziak,null
Japan,71,Takuma,,Asano,2445,1994-11-10,173,Forward,Japan,254649,right,T. Asano,null
C\u00f4te d'Ivoire,78,Kelvin,,Amian Adou,3780,1998-02-08,180,Defender,France,352986,right,K. Amian,4425
Guinea-Bissau,83,Dayotchanculle,,Upamecano,2975,1998-10-27,185,Defender,France,352988,right,D. Upamecano,null
Congo DR,75,Jean-Victor,,Makengo,3775,1998-06-12,177,Midfielder,France,352992,left,J. Makengo,4426
France,77,Yann,,Karamoh,3161,1998-07-08,185,Forward,C\u00f4te d'Ivoire,352993,right,Y. Karamoh,null
Portugal,66,Rafael Alexandre,,Fernandes Ferreira da Silva,9607,1993-05-17,171,Midfielder,Portugal,222676,right,Rafa Silva,null
Colombia,70,John Stiven,,Mendoza Valencia,3789,1992-06-27,171,Forward,Colombia,90880,left,S. Mendoza,null
France,78,Anthony,,Mandrea,3799,1996-12-25,186,Goalkeeper,France,287521,right,A. Mandrea,null
France,82,Hugo,,Lloris,1624,1986-12-26,188,Goalkeeper,France,25381,left,H. Lloris,4418
Portugal,81,Anthony,,Lopes,3766,1990-10-01,184,Goalkeeper,France,25382,left,A. Lopes,9905
France,78,R\u00e9my,,Vercoutre,,1980-06-26,185,Goalkeeper,France,25384,right,R. Vercoutre,null
France,82,Bakary,,Kon\u00e9,3779,1988-04-27,188,Defender,Burkina Faso,25392,right,B. Kon\u00e9,null
Croatia,84,Dejan,,Lovren,1612,1989-07-05,188,Defender,Croatia,25393,right,D. Lovren,9598
France,75,Samuel Yves,,Umtiti,676,1993-11-14,182,Defender,Cameroon,25397,left,S. Umtiti,4418
Algeria,71,Mehdi,,Zeffane,3774,1992-05-19,176,Defender,France,25399,right,M. Zeffane,null
France,70,Jordan,,Ferri,3766,1992-03-12,172,Midfielder,France,25403,right,J. Ferri,null
France,76,Maxime,,Gonalons,3158,1989-03-10,187,Midfielder,France,25405,right,M. Gonalons,null
France,82,Yoann ,,Gourcuff,3774,1986-07-11,185,Midfielder,France,25406,right,Y. Gourcuff,null
France,72,Cl\u00e9ment,,Grenier,3785,1991-01-07,186,Midfielder,France,25407,right,C. Grenier,null
Sweden,79,Kim,,K\u00e4llstr\u00f6m,,1982-08-24,185,Midfielder,Sweden,25408,left,K. K\u00e4llstr\u00f6m,null
Mali,79,Alassane,,Pl\u00e9a,3775,1993-03-10,181,Forward,France,25410,right,A. Pl\u00e9a,null
Martinique,84,Jimmy,,Briand,3785,1985-08-02,181,Forward,France,25411,right,J. Briand,null
Philippines,94,Alphonse,,Ar\u00e9ola,3767,1993-02-27,195,Goalkeeper,France,25418,right,A. Ar\u00e9ola,4418
Italy,80,Salvatore,,Sirigu,3185,1987-01-12,192,Goalkeeper,Italy,25421,right,S. Sirigu,3757
France,81,Milan,,Bi\u0161evac,3777,1983-08-31,185,Defender,Serbia,25423,right,M. Bi\u0161evac,null
France,70,Christophe,,Jallet,3775,1983-10-31,178,Defender,France,25427,right,C. Jallet,null
Guadeloupe,75,Lo\u00efck,,Landre,3193,1992-05-05,182,Defender,France,25428,right,L. Landre,null
Spain,85,M\u00edchel,,Macedo Rocha Machado,,1990-02-15,176,Defender,Brazil,4238,right,M\u00edchel,null
France,90,Mathieu,,Bodmer,3789,1982-11-22,190,Defender,France,25433,right,M. Bodmer,null
Angola,70,Blaise,,Matuidi,3159,1987-04-09,175,Midfielder,France,25437,left,B. Matuidi,4418
Italy,83,Thiago,,Motta,,1982-08-28,187,Midfielder,Brazil,25439,left,T. Motta,null
Italy,78,Javier Mat\u00edas,,Pastore,3767,1989-06-20,187,Midfielder,Argentina,25440,right,J. Pastore,null
Mali,85,Kalifa,,Coulibaly,3770,1991-08-21,197,Forward,Mali,25444,right,K. Coulibaly,19001
Portugal,70,Kevin,,Gameiro,679,1987-05-09,172,Forward,France,25445,right,K. Gameiro,null
Italy,69,S\u00e9bastien,,Corchia,680,1990-11-01,176,Defender,France,25452,right,S. Corchia,null
Argentina,89,Franco,,Armani,12069,1986-01-16,189,Goalkeeper,Argentina,90991,right,F. Armani,12274
Guadeloupe,80,J\u00e9r\u00f4me,,Roussillon,3787,1993-01-06,175,Defender,France,25457,left,J. Roussillon,null
Algeria,74,Ryad,,Boudebouz,684,1990-02-19,177,Midfielder,France,25461,left,R. Boudebouz,16009
Switzerland,86,Breel-Donald,,Embolo,2449,1997-02-14,184,Forward,Cameroon,282772,right,B. Embolo,6697
Portugal,62,Vincent,,Nogueira,3779,1988-01-16,170,Midfielder,France,25467,right,V. Nogueira,null
Bosnia-Herzegovina,73,Sanjin,,Prci\u0107,3774,1993-11-20,181,Midfielder,France,25470,right,S. Prci\u0107,null
France,70,Abdoul Razzagui,,Camara,3785,1990-02-20,178,Midfielder,Guinea,25474,left,R. Camara,null
Colombia,64,Juan Fernando,,Quintero Paniagua,12069,1993-01-18,169,Midfielder,Colombia,91019,left,J. Quintero,12430
France,83,Thomas,,Monconduit,3789,1991-02-10,184,Midfielder,France,25492,right,T. Monconduit,null
Cameroon,77,Georges Constant,,Mandjeck,3777,1988-12-09,185,Midfielder,Cameroon,25503,right,G. Mandjeck,null
C\u00f4te d'Ivoire,80,Soualiho,,Me\u00eft\u00e9,3772,1994-03-17,187,Midfielder,France,25504,right,S. Me\u00eft\u00e9,null
France,82,S\u00e9bastien,,Haller,2462,1994-06-22,190,Forward,France,25512,right,S. Haller,null
France,82,Paul-Georges,,Ntep de Madiba,3782,1992-07-29,180,Midfielder,Cameroon,25514,right,P. Ntep,null
C\u00f4te d'Ivoire,74,Yaya,,Sanogo,3780,1993-01-27,191,Forward,France,25517,right,Y. Sanogo,null
France,87,Maxime,,Dup\u00e9,3770,1993-03-04,186,Goalkeeper,France,25519,right,M. Dup\u00e9,null
Poland,80,Erwin,,Zelazny,3795,1991-09-22,186,Goalkeeper,France,25521,right,E. Zelazny,null
C\u00f4te d'Ivoire,71,L\u00e9vy Koffi,,Djidji,3770,1992-11-30,184,Defender,France,25523,right,K. Djidji,null
Portugal,77,Jonathan,,Martins-Pereira,3785,1986-01-30,182,Defender,France,25526,right,J. Martins-Pereira,null
Colombia,81,Daniel Alejandro,,Torres Rojas,696,1989-11-15,183,Midfielder,Colombia,91064,right,D. Torres,null
France,73,Vincent,,Bessat,,1985-11-08,178,Midfielder,France,25532,left,V. Bessat,null
Senegal,73,Issa,,Cissokho,,1985-02-23,173,Defender,France,25534,right,I. Cissokho,null
France,66,Jordan,,Veretout,3176,1993-03-01,178,Midfielder,France,25541,right,J. Veretout,null
France,82,Steve,,Mandanda,3771,1985-03-28,185,Goalkeeper,Congo DR,25552,right,S. Mandanda,4418
Spain,75,C\u00e9sar,,Azpilicueta Tanco,1610,1989-08-28,178,Defender,Spain,25553,right,Azpilicueta,1598
France,71,J\u00e9r\u00e9my,,Morel,3766,1984-04-02,172,Defender,France,25557,left,J. Morel,null
Cameroon,77,Nicolas,,N'Koulou,3185,1990-03-27,184,Defender,Cameroon,25558,right,N. N'Koulou,null
France,68,Morgan,,Amalfitano,,1985-03-20,176,Midfielder,France,25562,right,M. Amalfitano,null
Martinique,80,Lo\u00efc,,R\u00e9my,698,1987-01-02,185,Forward,France,25577,right,L. R\u00e9my,null
France,71,Jaroslav,,Pla\u0161il,3772,1982-01-05,184,Midfielder,Czech Republic,25596,right,J. Pla\u0161il,null
Croatia,80,Gr\u00e9gory,,Sertic,3771,1989-08-05,183,Midfielder,France,25598,right,G. Sertic,null
Mali,90,Cheick Tidiane,,Diabat\u00e9,3219,1988-04-25,194,Forward,Mali,25601,right,C. Diabat\u00e9,null
France,73,Henri,,Saivet,4513,1990-10-26,175,Midfielder,Senegal,25604,right,H. Saivet,null
Italy,75,Emiliano,,Sala,3770,1990-10-30,187,Forward,Argentina,25605,right,E. Sala,null
Finland,76,Perparim,,Hetemaj,3165,1986-12-12,175,Midfielder,Kosovo,20653,right,P. Hetemaj,4849
Tunisia,72,Chaouki,,Ben Saada,3795,1984-07-01,170,Midfielder,France,25616,left,C. Ben Saada,null
Colombia,82,Miguel \u00c1ngel,,Borja Hern\u00e1ndez,5646,1993-01-26,183,Forward,Colombia,91156,right,M. Borja,12430
Belgium,69,Thorgan,,Hazard,2454,1993-03-29,174,Forward,Belgium,25622,right,T. Hazard,5629
Central African Republic,80,Geoffrey,,Kondogbia,674,1993-02-15,188,Midfielder,France,25623,left,G. Kondogbia,null
France,75,Ludovic,,Baal,3774,1986-05-24,176,Defender,French Guiana,25625,left,L. Baal,18799
Austria,76,Stefan,,Posch,2482,1997-05-14,188,Defender,Austria,282799,right,S. Posch,null
France,88,Beno\u00eet,,Costil,3772,1987-07-03,187,Goalkeeper,France,25632,right,B. Costil,null
Senegal,82,Abdoulaye,,Diallo,3774,1992-03-30,191,Goalkeeper,France,25633,right,A. Diallo,19314
France,73,Romain,,Danz\u00e9,3774,1986-07-03,184,Defender,France,25637,right,R. Danz\u00e9,null
Guadeloupe,78,Dimitri,,Foulquier,3779,1993-03-23,183,Defender,France,25638,right,D. Foulquier,null
France,87,Abdou Kader,,Mangane,,1983-03-23,193,Defender,Senegal,25641,right,K. Mangane,null
Martinique,84,K\u00e9vin,,Th\u00e9ophile Catherine,3782,1989-10-28,183,Defender,France,25643,right,K. Th\u00e9ophile Catherine,null
France,76,Julien,,F\u00e9ret,3783,1982-07-05,187,Midfielder,France,25647,right,J. F\u00e9ret,null
Congo,82,Yann,,M'Vila,3782,1990-06-29,182,Midfielder,France,25649,right,Y. M'Vila,null
France,68,Vincent,,Pajot,3782,1990-09-18,180,Midfielder,France,25650,right,V. Pajot,null
Italy,76,Sergio,,Pellissier,3165,1979-04-12,175,Forward,Italy,20662,right,S. Pellissier,null
Cameroon,88,St\u00e9phane,,Bahoken,3779,1992-05-28,185,Forward,France,25673,right,S. Bahoken,null
France,76,Mathieu,,Debuchy,3782,1985-07-28,177,Defender,France,25700,right,M. Debuchy,null
France,74,Lucas,,Digne,676,1993-07-20,178,Defender,France,25701,left,L. Digne,null
France,72,Florent,,Balmont,3804,1980-02-02,168,Midfielder,France,25704,right,F. Balmont,null
Mali,93,Bakary Adama,,Soumaoro,3776,1992-06-18,186,Defender,France,25710,right,A. Soumaoro,null
France,77,Dimitri ,,Payet,3771,1987-03-29,175,Midfielder,Reunion,25714,right,D. Payet,null
France,82,Ronny,,Rodelin,3783,1989-11-18,192,Forward,Reunion,25715,right,R. Rodelin,null
Argentina,85,Axel,,Werner,679,1996-02-28,192,Goalkeeper,Argentina,222324,right,A. Werner,null
Senegal,89,Kalidou,,Koulibaly,3187,1991-06-20,195,Defender,France,25726,right,K. Koulibaly,19314
Congo DR,69,Yeni Atito,,N'Gbakoto,3785,1992-01-23,173,Forward,France,25741,right,Y. N'Gbakoto,18538
Guinea,65,Bouna,,Sarr,3771,1992-01-31,177,Midfielder,France,25743,right,B. Sarr,null
Senegal,85,Benjamin,,Mendy,1625,1994-07-17,185,Defender,France,26136,left,B. Mendy,4418
